ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount
69998	C30H48O3	456.7	6.8	N/A	N/A	57.5	870	N/A	2	3	4	33	N/A	N/A	N/A	N/A	N/A
70002	C32H52O6	532.8	6.9	N/A	N/A	104	992	N/A	3	6	8	38	N/A	N/A	N/A	N/A	N/A
70004	C17H14O8	346.3	2.5	N/A	N/A	126	535	N/A	4	8	3	25	N/A	N/A	N/A	N/A	N/A
70009	C18H16O8	360.3	2.8	N/A	N/A	115	561	N/A	3	8	4	26	N/A	N/A	N/A	N/A	N/A
44482	C4H5NO5	147.09	-0.9	N/A	N/A	104	175	N/A	3	5	3	10	N/A	N/A	N/A	N/A	N/A
10023	C16H14F3N5O	349.31	1.5	N/A	N/A	76.7	448	N/A	1	8	5	25	N/A	N/A	N/A	N/A	N/A
69500	C32H52O5	516.8	5.5	N/A	N/A	87	970	N/A	3	5	4	37	N/A	N/A	N/A	N/A	N/A
76911	C56H109NO14	1020.5	13.9	N/A	N/A	248	1220	N/A	10	14	47	71	N/A	N/A	N/A	N/A	N/A
76912	C50H99NO9	858.3	16	N/A	N/A	169	928	N/A	7	9	44	60	N/A	N/A	N/A	N/A	N/A
69503	C30H50O2	442.7	7.7	N/A	N/A	40.5	812	N/A	2	2	1	32	N/A	N/A	N/A	N/A	N/A
69507	C42H66O13	779.0	3.5	N/A	N/A	199	1530	N/A	5	13	11	55	N/A	N/A	N/A	N/A	N/A
69509	C46H74O17	899.1	1.4	N/A	N/A	272	1720	N/A	9	17	12	63	N/A	N/A	N/A	N/A	N/A
69510	C42H68O14	797.0	1	N/A	N/A	236	1490	N/A	9	14	8	56	N/A	N/A	N/A	N/A	N/A
69511	C42H70O14	799.0	1.7	N/A	N/A	239	1460	N/A	10	14	8	56	N/A	N/A	N/A	N/A	N/A
69513	C23H22O12	490.4	-0.3	N/A	N/A	200	818	N/A	6	12	6	35	N/A	N/A	N/A	N/A	N/A
69515	C20H18O4	322.4	1.7	N/A	N/A	74.6	470	N/A	2	4	1	24	N/A	N/A	N/A	N/A	N/A
69517	C30H50O3	458.7	6.3	N/A	N/A	60.7	830	N/A	3	3	2	33	N/A	N/A	N/A	N/A	N/A
69519	C15H10O5	270.24	2.7	N/A	N/A	94.8	434	N/A	3	5	0	20	N/A	N/A	N/A	N/A	N/A
69523	C30H50O4	474.7	4.9	N/A	N/A	80.9	864	N/A	4	4	2	34	N/A	N/A	N/A	N/A	N/A
69526	C30H48O4	472.7	4.6	N/A	N/A	77.8	906	N/A	3	4	2	34	N/A	N/A	N/A	N/A	N/A
69527	C32H50O5	514.7	5.2	N/A	N/A	83.8	1010	N/A	2	5	4	37	N/A	N/A	N/A	N/A	N/A
69579	C30H48O4	472.7	6.8	N/A	N/A	77.8	908	N/A	3	4	2	34	N/A	N/A	N/A	N/A	N/A
69528	C30H48O4	472.7	6.8	N/A	N/A	77.8	908	N/A	3	4	2	34	N/A	N/A	N/A	N/A	N/A
69529	C30H48O5	488.7	5.5	N/A	N/A	98	941	N/A	4	5	2	35	N/A	N/A	N/A	N/A	N/A
69530	C30H48O	424.7	8.9	N/A	N/A	17.1	795	N/A	0	1	4	31	N/A	N/A	N/A	N/A	N/A
69531	C16H12O5	284.26	2.5	N/A	N/A	83.8	448	N/A	2	5	1	21	N/A	N/A	N/A	N/A	N/A
69534	C15H10O3	238.24	3.9	N/A	N/A	54.4	376	N/A	1	3	0	18	N/A	N/A	N/A	N/A	N/A
69535	C16H10O4	266.25	3.4	N/A	N/A	60.4	442	N/A	0	4	2	20	N/A	N/A	N/A	N/A	N/A
69536	C23H22O11	474.4	0.9	N/A	N/A	180	802	N/A	5	11	5	34	N/A	N/A	N/A	N/A	N/A
69537	C27H30O14	578.5	-0.2	N/A	N/A	233	964	N/A	8	14	5	41	N/A	N/A	N/A	N/A	N/A
69538	C28H30O15	606.5	-0.6	N/A	N/A	239	1040	N/A	7	15	7	43	N/A	N/A	N/A	N/A	N/A
69539	C29H32O15	620.6	0.4	N/A	N/A	239	1070	N/A	7	15	7	44	N/A	N/A	N/A	N/A	N/A
69541	C16H12O6	300.26	2.6	N/A	N/A	96.2	462	N/A	3	6	2	22	N/A	N/A	N/A	N/A	N/A
76937	C12H24O3	216.32	3.3	N/A	N/A	57.5	157	N/A	2	3	10	15	N/A	N/A	N/A	N/A	N/A
69542	C20H24O6	360.4	2	N/A	N/A	99.4	446	N/A	4	6	5	26	N/A	N/A	N/A	N/A	N/A
69543	C20H22O7	374.4	1.5	N/A	N/A	105	499	N/A	3	7	6	27	N/A	N/A	N/A	N/A	N/A
31111	C12H14O3	206.24	3	N/A	N/A	57.5	254	N/A	2	3	3	15	N/A	N/A	N/A	N/A	N/A
7953	C9H8N2O2	176.17	1.2	N/A	N/A	62.2	234	N/A	2	3	1	13	N/A	N/A	N/A	N/A	N/A
16054	C11H12O4	208.21	1.2	N/A	N/A	74.6	231	N/A	2	4	5	15	N/A	N/A	N/A	N/A	N/A
69431	C28H40O	392.6	6.8	N/A	N/A	17.1	806	N/A	0	1	4	29	N/A	N/A	N/A	N/A	N/A
69432	C28H48O	400.7	8.5	N/A	N/A	20.2	620	N/A	1	1	5	29	N/A	N/A	N/A	N/A	N/A
69435	C30H50O	426.7	8.9	N/A	N/A	20.2	742	N/A	1	1	5	31	N/A	N/A	N/A	N/A	N/A
76980	C22H44O3	356.6	9.6	N/A	N/A	57.5	278	N/A	2	3	20	25	N/A	N/A	N/A	N/A	N/A
69425	C11H18N2O3	226.27	0.6	N/A	N/A	69.6	316	N/A	2	3	2	16	N/A	N/A	N/A	N/A	N/A
69426	C11H15N5O4	281.27	-0.5	N/A	N/A	129	349	N/A	3	8	3	20	N/A	N/A	N/A	N/A	N/A
69427	C13H12N2O	212.25	1.9	N/A	N/A	48.9	258	N/A	2	2	1	16	N/A	N/A	N/A	N/A	N/A
69428	C13H12N2O	212.25	1.9	N/A	N/A	48.9	258	N/A	2	2	1	16	N/A	N/A	N/A	N/A	N/A
69429	C14H14N2O2	242.27	1.3	N/A	N/A	69.1	287	N/A	3	3	3	18	N/A	N/A	N/A	N/A	N/A
76987	C8H9NO2	151.16	0.7	N/A	N/A	49.3	147	N/A	2	2	1	11	N/A	N/A	N/A	N/A	N/A
69349	C15H20O3	248.32	2	N/A	N/A	46.5	455	N/A	1	3	0	18	N/A	N/A	N/A	N/A	N/A
69350	C15H20O2	232.32	3.6	N/A	N/A	26.3	411	N/A	0	2	0	17	N/A	N/A	N/A	N/A	N/A
69351	C15H20O3	248.32	2.8	N/A	N/A	46.5	443	N/A	1	3	0	18	N/A	N/A	N/A	N/A	N/A
69352	C15H22O4	266.33	3.2	N/A	N/A	74.6	412	N/A	2	4	3	19	N/A	N/A	N/A	N/A	N/A
69353	C15H24O3	252.35	2.6	N/A	N/A	57.5	348	N/A	2	3	3	18	N/A	N/A	N/A	N/A	N/A
4518	C18H18O2	266.3	5.4	N/A	N/A	40.5	318	N/A	2	2	3	20	N/A	N/A	N/A	N/A	N/A
69354	C15H22O3	250.33	3.1	N/A	N/A	57.5	383	N/A	2	3	3	18	N/A	N/A	N/A	N/A	N/A
8716	C25H32O2	364.5	5.3	N/A	N/A	29.5	613	N/A	1	2	3	27	N/A	N/A	N/A	N/A	N/A
4903	C20H24O2	296.4	3.7	N/A	N/A	40.5	505	N/A	2	2	1	22	N/A	N/A	N/A	N/A	N/A
37659	C30H48O3	456.7	7.5	N/A	N/A	57.5	885	N/A	2	3	1	33	N/A	N/A	N/A	N/A	N/A
31186	C27H44O2	400.6	6.8	N/A	N/A	40.5	643	N/A	2	2	6	29	N/A	N/A	N/A	N/A	N/A
76794	C5H5N3O2	139.11	-1	N/A	N/A	84.6	241	N/A	2	3	1	10	N/A	N/A	N/A	N/A	N/A
69749	C20H18O5	338.4	4.6	N/A	N/A	87	562	N/A	3	5	3	25	N/A	N/A	N/A	N/A	N/A
69092	C20H20O6	356.4	3.5	N/A	N/A	96.2	548	N/A	3	6	1	26	N/A	N/A	N/A	N/A	N/A
76793	C5H5N3O3	155.11	-0.9	N/A	N/A	105	279	N/A	3	4	1	11	N/A	N/A	N/A	N/A	N/A
69095	C21H22O5	354.4	4.2	N/A	N/A	68.2	531	N/A	2	5	3	26	N/A	N/A	N/A	N/A	N/A
69096	C26H30O5	422.5	6.1	N/A	N/A	68.2	679	N/A	2	5	5	31	N/A	N/A	N/A	N/A	N/A
28544	C41H64O13	764.9	2.3	N/A	N/A	183	1410	N/A	5	13	7	54	N/A	N/A	N/A	N/A	N/A
69097	C22H24O5	368.4	4.5	N/A	N/A	57.2	545	N/A	1	5	4	27	N/A	N/A	N/A	N/A	N/A
69100	C21H20O6	368.4	4.4	N/A	N/A	96.2	612	N/A	3	6	4	27	N/A	N/A	N/A	N/A	N/A
69450	C19H16O7	356.3	2.5	N/A	N/A	83.4	588	N/A	1	7	3	26	N/A	N/A	N/A	N/A	N/A
69451	C26H22O10	494.4	3.2	N/A	N/A	144	805	N/A	4	10	5	36	N/A	N/A	N/A	N/A	N/A
69453	C20H20O8	388.4	2.9	N/A	N/A	92.7	591	N/A	1	8	6	28	N/A	N/A	N/A	N/A	N/A
69454	C18H16O7	344.3	2	N/A	N/A	94.4	520	N/A	2	7	4	25	N/A	N/A	N/A	N/A	N/A
69455	C17H14O6	314.29	1.5	N/A	N/A	85.2	476	N/A	2	6	3	23	N/A	N/A	N/A	N/A	N/A
69458	C20H18O12	450.3	0.1	N/A	N/A	207	730	N/A	8	12	3	32	N/A	N/A	N/A	N/A	N/A
69459	C20H18O12	450.3	0.6	N/A	N/A	207	730	N/A	8	12	4	32	N/A	N/A	N/A	N/A	N/A
67941	C36H56O10	648.8	3.7	N/A	N/A	174	1280	N/A	6	10	5	46	N/A	N/A	N/A	N/A	N/A
67896	C30H48O4	472.7	6.7	N/A	N/A	77.8	896	N/A	3	4	2	34	N/A	N/A	N/A	N/A	N/A
67942	C30H48O2	440.7	8.1	N/A	N/A	37.3	866	N/A	1	2	0	32	N/A	N/A	N/A	N/A	N/A
67943	C36H58O9	634.8	4.9	N/A	N/A	157	1190	N/A	6	9	5	45	N/A	N/A	N/A	N/A	N/A
67944	C36H58O9	634.8	4.9	N/A	N/A	157	1200	N/A	6	9	4	45	N/A	N/A	N/A	N/A	N/A
77013	C19H12O2	272.3	4.4	N/A	N/A	26.3	433	N/A	0	2	1	21	N/A	N/A	N/A	N/A	N/A
10525	C17H28N2O14P2	546.4	-3.6	N/A	N/A	231	976	N/A	6	14	8	35	N/A	N/A	N/A	N/A	N/A
77021	C12H22O12	358.30	-5	N/A	N/A	218	406	N/A	9	12	8	24	N/A	N/A	N/A	N/A	N/A
2260	C16H24O9	360.36	-0.4	N/A	N/A	146	536	N/A	5	9	4	25	N/A	N/A	N/A	N/A	N/A
30632	C16H24O10	376.36	-1.7	N/A	N/A	166	565	N/A	6	10	4	26	N/A	N/A	N/A	N/A	N/A
67945	C30H46O4	470.7	6.2	N/A	N/A	74.6	961	N/A	2	4	1	34	N/A	N/A	N/A	N/A	N/A
67946	C30H46O5	486.7	5.5	N/A	N/A	94.8	983	N/A	3	5	2	35	N/A	N/A	N/A	N/A	N/A
5634	C35H56O8	604.8	4.7	N/A	N/A	137	1150	N/A	5	8	4	43	N/A	N/A	N/A	N/A	N/A
67948	C36H58O10	650.8	4	N/A	N/A	177	1240	N/A	7	10	5	46	N/A	N/A	N/A	N/A	N/A
77027	C10H14O4	198.22	1.2	N/A	N/A	66.8	284	N/A	2	4	1	14	N/A	N/A	N/A	N/A	N/A
67949	C32H50O4	498.7	8.3	N/A	N/A	63.6	992	N/A	1	4	3	36	N/A	N/A	N/A	N/A	N/A
67950	C30H48O5	488.7	5.7	N/A	N/A	98	930	N/A	4	5	2	35	N/A	N/A	N/A	N/A	N/A
67951	C30H46O4	470.7	6.4	N/A	N/A	74.6	938	N/A	2	4	2	34	N/A	N/A	N/A	N/A	N/A
76849	C11H16O4	212.24	1.6	N/A	N/A	55.8	297	N/A	1	4	2	15	N/A	N/A	N/A	N/A	N/A
77028	C14H20N6O5Se	431.32	N/A	N/A	N/A	183	504	N/A	5	10	7	26	N/A	N/A	N/A	N/A	N/A
67953	C30H48O3	456.7	7.4	N/A	N/A	57.5	874	N/A	2	3	1	33	N/A	N/A	N/A	N/A	N/A
67952	C36H58O10	650.8	3.9	N/A	N/A	177	1230	N/A	7	10	5	46	N/A	N/A	N/A	N/A	N/A
67954	C30H50O2	442.7	8.9	N/A	N/A	40.5	801	N/A	2	2	1	32	N/A	N/A	N/A	N/A	N/A
68379	C48H78O19	959.1	0.7	N/A	N/A	315	1820	N/A	12	19	10	67	N/A	N/A	N/A	N/A	N/A
77029	C6H8N2O4	172.14	-3.1	N/A	N/A	92.9	238	N/A	2	6	3	12	N/A	N/A	N/A	N/A	N/A
77030	C6H8N2O4	172.14	-3	N/A	N/A	102	248	N/A	3	6	3	12	N/A	N/A	N/A	N/A	N/A
77032	C14H20Br2N2	376.13	4.3	N/A	N/A	29.3	256	N/A	1	2	3	18	N/A	N/A	N/A	N/A	N/A
29505	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
16163	C5H9NO4S	179.20	-3.1	N/A	N/A	126	161	N/A	3	6	5	11	N/A	N/A	N/A	N/A	N/A
35704	C8H16N2O3	188.22	-4.4	N/A	N/A	92.4	182	N/A	3	4	6	13	N/A	N/A	N/A	N/A	N/A
77036	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
41531	C4H9NO2S	135.19	-0.5	N/A	N/A	53.3	86	N/A	2	4	3	8	N/A	N/A	N/A	N/A	N/A
31303	C14H21Br2ClN2	412.59	N/A	N/A	N/A	29.3	256	N/A	2	2	3	19	N/A	N/A	N/A	N/A	N/A
68081	C29H48O3	444.7	6.1	N/A	N/A	49.7	756	N/A	2	3	5	32	N/A	N/A	N/A	N/A	N/A
68082	C28H40O2	408.6	6.5	N/A	N/A	34.1	828	N/A	0	2	4	30	N/A	N/A	N/A	N/A	N/A
68085	C26H42O8	482.6	2.6	N/A	N/A	137	800	N/A	5	8	6	34	N/A	N/A	N/A	N/A	N/A
68086	C20H32O3	320.5	4.2	N/A	N/A	57.5	525	N/A	2	3	3	23	N/A	N/A	N/A	N/A	N/A
17445	C8H8O3	152.15	0.9	N/A	N/A	57.5	144	N/A	2	3	2	11	N/A	N/A	N/A	N/A	N/A
28123	C4H11NO2	105.14	-1.4	N/A	N/A	52.5	28	N/A	3	3	4	7	N/A	N/A	N/A	N/A	N/A
29069	C8H6O4	166.13	0.7	N/A	N/A	74.6	177	N/A	2	4	2	12	N/A	N/A	N/A	N/A	N/A
77048	C20H23NO4	341.4	2.8	N/A	N/A	49	421	N/A	1	5	4	25	N/A	N/A	N/A	N/A	N/A
30748	C7H4Cl2O2	191.01	2.8	N/A	N/A	37.3	161	N/A	1	2	1	11	N/A	N/A	N/A	N/A	N/A
31539	C15H13NO3S2	319.4	3.8	N/A	N/A	115	519	N/A	1	5	4	21	N/A	N/A	N/A	N/A	N/A
15999	C9H8O4	180.16	0.9	N/A	N/A	74.6	204	N/A	2	4	3	13	N/A	N/A	N/A	N/A	N/A
73688	C11H16N2O8	304.25	-2.1	N/A	N/A	170	448	N/A	5	8	9	21	N/A	N/A	N/A	N/A	N/A
16964	C5H6N2O3	142.11	-1.9	N/A	N/A	78.4	209	N/A	3	3	1	10	N/A	N/A	N/A	N/A	N/A
17642	C6HCl5O	266.3	5.1	N/A	N/A	20.2	150	N/A	1	1	0	12	N/A	N/A	N/A	N/A	N/A
76943	C20H34O	290.5	6.1	N/A	N/A	20.2	418	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
18112	C6H7NO	109.13	0.6	N/A	N/A	46.2	74	N/A	2	2	0	8	N/A	N/A	N/A	N/A	N/A
16151	C9H8O2	148.16	1.6	N/A	N/A	26.3	165	N/A	0	2	0	11	N/A	N/A	N/A	N/A	N/A
15887	C5H11NO2	117.15	-2.6	N/A	N/A	63.3	72	N/A	2	3	4	8	N/A	N/A	N/A	N/A	N/A
20106	C9H10O5	198.17	-0.2	N/A	N/A	87	205	N/A	3	5	3	14	N/A	N/A	N/A	N/A	N/A
30747	C7H5ClO2	156.56	2.7	N/A	N/A	37.3	128	N/A	1	2	1	10	N/A	N/A	N/A	N/A	N/A
15571	H4N2	32.046	-1.5	N/A	N/A	52	0	N/A	2	2	0	2	N/A	N/A	N/A	N/A	N/A
31578	C20H32O	288.5	5.1	N/A	N/A	20.2	453	N/A	1	1	1	21	N/A	N/A	N/A	N/A	N/A
77092	C15H13N3O2S	299.3	3.6	N/A	N/A	92.3	363	N/A	2	4	4	21	N/A	N/A	N/A	N/A	N/A
16002	C6H10O8	210.14	-2.5	N/A	N/A	156	202	N/A	6	8	5	14	N/A	N/A	N/A	N/A	N/A
17626	C5H6O4	130.10	-0.1	N/A	N/A	74.6	168	N/A	2	4	2	9	N/A	N/A	N/A	N/A	N/A
76950	C20H34O	290.5	6.1	N/A	N/A	20.2	418	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
77100	C15H27NO9	365.38	-2.2	N/A	N/A	147	451	N/A	5	9	5	25	N/A	N/A	N/A	N/A	N/A
40813	C8H8O3	152.15	2	N/A	N/A	46.5	136	N/A	1	3	2	11	N/A	N/A	N/A	N/A	N/A
76952	C20H34O	290.5	6.1	N/A	N/A	20.2	418	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
77101	C13H25NO8	323.34	-2.4	N/A	N/A	144	359	N/A	5	9	4	22	N/A	N/A	N/A	N/A	N/A
76954	C20H34O	290.5	5.7	N/A	N/A	20.2	422	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
741548	C5H8O4	132.11	0.4	N/A	N/A	74.6	115	N/A	2	4	3	9	N/A	N/A	N/A	N/A	N/A
76948	C20H34O	290.5	5.7	N/A	N/A	20.2	422	N/A	1	1	4	21	N/A	N/A	N/A	N/A	N/A
28476	C8H8O	120.15	2	N/A	N/A	17.1	98	N/A	0	1	1	9	N/A	N/A	N/A	N/A	N/A
77104	C16H29NO9	379.40	-2.2	N/A	N/A	136	465	N/A	4	9	6	26	N/A	N/A	N/A	N/A	N/A
39708	C16H13NO3S	299.3	3.5	N/A	N/A	74.8	439	N/A	2	4	3	21	N/A	N/A	N/A	N/A	N/A
27471	C26H43NO5	449.6	4.3	N/A	N/A	107	727	N/A	4	5	6	32	N/A	N/A	N/A	N/A	N/A
128	C10H18O	154.25	1.8	N/A	N/A	20.2	168	N/A	1	1	1	11	N/A	N/A	N/A	N/A	N/A
74903	C6H12O2	116.16	1.4	N/A	N/A	37.3	76	N/A	1	2	3	8	N/A	N/A	N/A	N/A	N/A
16718	C19H23NO4	329.4	3	N/A	N/A	62.2	407	N/A	2	5	4	24	N/A	N/A	N/A	N/A	N/A
28611	C18H21NO4	315.4	2.5	N/A	N/A	71	380	N/A	3	5	4	23	N/A	N/A	N/A	N/A	N/A
24813	C11H11NO3	205.21	1.5	N/A	N/A	73.3	244	N/A	3	3	3	15	N/A	N/A	N/A	N/A	N/A
35697	C9H8O2	148.16	2.1	N/A	N/A	37.3	155	N/A	1	2	2	11	N/A	N/A	N/A	N/A	N/A
48965	C15H12O	208.25	3.1	N/A	N/A	17.1	242	N/A	0	1	3	16	N/A	N/A	N/A	N/A	N/A
77112	C16H29NO9	379.40	-1.6	N/A	N/A	136	465	N/A	4	9	6	26	N/A	N/A	N/A	N/A	N/A
15825	C5H8O	84.12	1.2	N/A	N/A	17.1	68	N/A	0	1	1	6	N/A	N/A	N/A	N/A	N/A
77116	C17H31NO9	393.4	-1.7	N/A	N/A	125	479	N/A	3	9	7	27	N/A	N/A	N/A	N/A	N/A
77114	C14H27NO8	337.37	-2.4	N/A	N/A	133	373	N/A	4	9	5	23	N/A	N/A	N/A	N/A	N/A
28122	C10H12O2	164.20	3.4	N/A	N/A	37.3	155	N/A	1	2	2	12	N/A	N/A	N/A	N/A	N/A
27434	C8H8O	120.15	2.1	N/A	N/A	17.1	98	N/A	0	1	1	9	N/A	N/A	N/A	N/A	N/A
20364	C7H5FO2	140.11	2.1	N/A	N/A	37.3	128	N/A	1	3	1	10	N/A	N/A	N/A	N/A	N/A
55328	C16H32O3	272.42	4.8	N/A	N/A	57.5	192	N/A	2	3	15	19	N/A	N/A	N/A	N/A	N/A
27929	C6H4Cl2O	163.00	3.1	N/A	N/A	20.2	97	N/A	1	1	0	9	N/A	N/A	N/A	N/A	N/A
28617	C8H8O	120.15	2.1	N/A	N/A	17.1	90	N/A	0	1	1	9	N/A	N/A	N/A	N/A	N/A
28054	C7H8O	108.14	2	N/A	N/A	20.2	70	N/A	1	1	0	8	N/A	N/A	N/A	N/A	N/A
8368	C12H14O2	190.24	3.3	N/A	N/A	18.5	233	N/A	0	2	1	14	N/A	N/A	N/A	N/A	N/A
8102	C7H7FO2S	174.19	1.3	N/A	N/A	42.5	199	N/A	0	3	2	11	N/A	N/A	N/A	N/A	N/A
76350	C11H12O5	224.21	1.5	N/A	N/A	76	249	N/A	2	5	4	16	N/A	N/A	N/A	N/A	N/A
9300	C8H14O4	174.19	1	N/A	N/A	74.6	135	N/A	2	4	7	12	N/A	N/A	N/A	N/A	N/A
15776	C16H21N3O8S	415.4	-4.4	N/A	N/A	202	737	N/A	4	10	10	28	N/A	N/A	N/A	N/A	N/A
1157	C2H6O4S	126.13	-1.6	N/A	N/A	83	117	N/A	2	4	2	7	N/A	N/A	N/A	N/A	N/A
28755	C6H3Cl3O	197.4	3.7	N/A	N/A	20.2	108	N/A	1	1	0	10	N/A	N/A	N/A	N/A	N/A
32826	C4H9NO3	119.12	-2.9	N/A	N/A	83.6	93	N/A	3	4	2	8	N/A	N/A	N/A	N/A	N/A
4093	C6H12O6	180.16	-2.6	N/A	N/A	110	151	N/A	5	6	1	12	N/A	N/A	N/A	N/A	N/A
41967	C14H12O2	212.24	3.1	N/A	N/A	37.3	207	N/A	1	2	3	16	N/A	N/A	N/A	N/A	N/A
50235	C10H18O	154.25	3	N/A	N/A	20.2	151	N/A	1	1	1	11	N/A	N/A	N/A	N/A	N/A
17231	C7H8O	108.14	2	N/A	N/A	20.2	70	N/A	1	1	0	8	N/A	N/A	N/A	N/A	N/A
17300	C2Cl4	165.8	3.4	N/A	N/A	0	55	N/A	0	0	0	6	N/A	N/A	N/A	N/A	N/A
27841	C14H10Cl4	320.0	6.2	N/A	N/A	0	218	N/A	0	0	3	18	N/A	N/A	N/A	N/A	N/A
27930	C9H8O	132.16	1.3	N/A	N/A	17.1	135	N/A	0	1	0	10	N/A	N/A	N/A	N/A	N/A
18404	C7H8O2	124.14	1.8	N/A	N/A	40.5	92	N/A	2	2	0	9	N/A	N/A	N/A	N/A	N/A
9592	C5H8O2	100.12	1	N/A	N/A	37.3	103	N/A	1	2	1	7	N/A	N/A	N/A	N/A	N/A
16931	C6H12O2	116.16	0.2	N/A	N/A	40.5	62	N/A	2	2	0	8	N/A	N/A	N/A	N/A	N/A
17854	C6H10O	98.14	0.8	N/A	N/A	17.1	68	N/A	0	1	0	7	N/A	N/A	N/A	N/A	N/A
32096	C28H31NO11	557.5	2.3	N/A	N/A	206	1010	N/A	6	12	5	40	N/A	N/A	N/A	N/A	N/A
77179	C29H33NO11	571.6	3.1	N/A	N/A	195	1020	N/A	5	12	6	41	N/A	N/A	N/A	N/A	N/A
53217	C33H44O	456.7	10.5	N/A	N/A	17.1	1000	N/A	0	1	10	34	N/A	N/A	N/A	N/A	N/A
35288	C40H56O4	600.9	9.8	N/A	N/A	65.5	1270	N/A	2	4	10	44	N/A	N/A	N/A	N/A	N/A
32234	H4O2Ti	83.898	N/A	N/A	N/A	2	0	N/A	2	2	0	3	N/A	N/A	N/A	N/A	N/A
28393	C6H13NO5	179.17	-2.8	N/A	N/A	116	155	N/A	5	6	1	12	N/A	N/A	N/A	N/A	N/A
10589	C8H8O2	136.15	2.4	N/A	N/A	37.3	131	N/A	1	2	1	10	N/A	N/A	N/A	N/A	N/A
17935	C8H16O	128.21	2.7	N/A	N/A	17.1	59	N/A	0	1	6	9	N/A	N/A	N/A	N/A	N/A
32329	C6H12O2	116.16	0.2	N/A	N/A	40.5	62	N/A	2	2	0	8	N/A	N/A	N/A	N/A	N/A
28097	C6H5Cl	112.55	2.9	N/A	N/A	0	46	N/A	0	0	0	7	N/A	N/A	N/A	N/A	N/A
77198	C6H12O8S	244.22	-3.6	N/A	N/A	153	308	N/A	5	8	2	15	N/A	N/A	N/A	N/A	N/A
35194	C5H8	68.12	2.5	N/A	N/A	0	51	N/A	0	0	1	5	N/A	N/A	N/A	N/A	N/A
20141	C8H8O3	152.15	2.9	N/A	N/A	57.5	155	N/A	2	3	1	11	N/A	N/A	N/A	N/A	N/A
18624	C3H4Cl2	110.97	1.7	N/A	N/A	0	31	N/A	0	0	1	5	N/A	N/A	N/A	N/A	N/A
16188	C8H18O	130.23	3	N/A	N/A	20.2	43	N/A	1	1	6	9	N/A	N/A	N/A	N/A	N/A
31719	C18H16O3	280.3	4	N/A	N/A	35.5	407	N/A	0	3	3	21	N/A	N/A	N/A	N/A	N/A
49584	C8H10O	122.16	2.6	N/A	N/A	20.2	72	N/A	1	1	1	9	N/A	N/A	N/A	N/A	N/A
158	C10H18O	154.25	3	N/A	N/A	20.2	151	N/A	1	1	1	11	N/A	N/A	N/A	N/A	N/A
17922	C13H8O	180.20	3.6	N/A	N/A	17.1	222	N/A	0	1	0	14	N/A	N/A	N/A	N/A	N/A
17752	C8H16N2O3	188.22	-2.8	N/A	N/A	92.4	182	N/A	3	4	6	13	N/A	N/A	N/A	N/A	N/A
15997	C4H11N	73.14	0.7	N/A	N/A	26	17	N/A	1	1	1	5	N/A	N/A	N/A	N/A	N/A
48950	C4H10N2O2	118.13	-4.6	N/A	N/A	89.3	84	N/A	3	4	3	8	N/A	N/A	N/A	N/A	N/A
16522	C10H13N5O	219.24	0.7	N/A	N/A	86.7	258	N/A	3	5	4	16	N/A	N/A	N/A	N/A	N/A
17781	C12H10N4O2	242.23	1.1	N/A	N/A	84	386	N/A	2	4	0	18	N/A	N/A	N/A	N/A	N/A
27793	C40H56O	552.9	12.7	N/A	N/A	12.5	1260	N/A	0	1	10	41	N/A	N/A	N/A	N/A	N/A
16029	C8H13N3O2	183.21	-2.3	N/A	N/A	69.2	184	N/A	2	4	4	13	N/A	N/A	N/A	N/A	N/A
670	C8H11N	121.18	1.2	N/A	N/A	26	74	N/A	1	1	1	9	N/A	N/A	N/A	N/A	N/A
16513	C3H4O5	120.06	-1.1	N/A	N/A	94.8	103	N/A	3	5	2	8	N/A	N/A	N/A	N/A	N/A
16874	C24H47NO7	461.6	3.7	N/A	N/A	146	479	N/A	6	8	18	32	N/A	N/A	N/A	N/A	N/A
15559	C20H30O3	318.4	5	N/A	N/A	54.4	428	N/A	1	3	14	23	N/A	N/A	N/A	N/A	N/A
33227	C9H10O	134.17	1.9	N/A	N/A	20.2	101	N/A	1	1	2	10	N/A	N/A	N/A	N/A	N/A
49015	C6H9NO2	127.14	-0.1	N/A	N/A	49.7	142	N/A	1	3	1	9	N/A	N/A	N/A	N/A	N/A
77261	C6H12O8S	244.22	-3.3	N/A	N/A	153	321	N/A	5	8	3	15	N/A	N/A	N/A	N/A	N/A
