ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount
73582	C9H18N2O3S	234.32	-3.1	N/A	N/A	93.4	233	N/A	4	5	6	15	N/A	N/A	N/A	N/A	N/A
73583	C12H25N3O3	259.35	-3	N/A	N/A	118	269	N/A	4	5	9	18	N/A	N/A	N/A	N/A	N/A
73584	C11H22N2O3S	262.37	-1.9	N/A	N/A	118	259	N/A	3	5	8	17	N/A	N/A	N/A	N/A	N/A
73585	C15H22N2O3	278.35	-1.1	N/A	N/A	92.4	325	N/A	3	4	7	20	N/A	N/A	N/A	N/A	N/A
73589	C10H20N2O4	232.28	-3.2	N/A	N/A	113	255	N/A	4	5	6	16	N/A	N/A	N/A	N/A	N/A
73590	C17H23N3O3	317.4	-0.8	N/A	N/A	108	427	N/A	4	4	7	23	N/A	N/A	N/A	N/A	N/A
73591	C15H22N2O4	294.35	-1.9	N/A	N/A	113	352	N/A	4	5	7	21	N/A	N/A	N/A	N/A	N/A
73595	C21H41N5O5S3	539.8	-2.1	N/A	N/A	253	630	N/A	6	10	20	34	N/A	N/A	N/A	N/A	N/A
73596	C20H35N5O6	441.5	-4	N/A	N/A	179	674	N/A	5	8	10	31	N/A	N/A	N/A	N/A	N/A
73597	C30H40N6O7	596.7	-2.5	N/A	N/A	233	931	N/A	9	9	16	43	N/A	N/A	N/A	N/A	N/A
73598	C19H28N4O7	424.4	-7.4	N/A	N/A	205	593	N/A	7	9	13	30	N/A	N/A	N/A	N/A	N/A
73600	C11H22N4O4	274.32	-4.6	N/A	N/A	162	322	N/A	5	6	10	19	N/A	N/A	N/A	N/A	N/A
73601	C10H19N3O5	261.28	-6.6	N/A	N/A	156	308	N/A	5	7	9	18	N/A	N/A	N/A	N/A	N/A
73604	C8H17N3O3	203.24	-3.9	N/A	N/A	118	196	N/A	4	5	7	14	N/A	N/A	N/A	N/A	N/A
73605	C15H23N3O3	293.36	-2.7	N/A	N/A	118	330	N/A	4	5	9	21	N/A	N/A	N/A	N/A	N/A
73606	C10H21N3O4	247.29	-4.1	N/A	N/A	139	260	N/A	5	6	8	17	N/A	N/A	N/A	N/A	N/A
73607	C11H23N3O3	245.32	-3.6	N/A	N/A	118	256	N/A	4	5	8	17	N/A	N/A	N/A	N/A	N/A
73608	C15H23N3O4	309.36	-3.5	N/A	N/A	139	357	N/A	5	6	9	22	N/A	N/A	N/A	N/A	N/A
73609	C12H21N3O6S	335.38	-3.7	N/A	N/A	184	431	N/A	5	8	10	22	N/A	N/A	N/A	N/A	N/A
73610	C8H16N2O3S	220.29	-3.5	N/A	N/A	118	211	N/A	3	5	6	14	N/A	N/A	N/A	N/A	N/A
73611	C7H14N2O3S	206.27	-3	N/A	N/A	118	187	N/A	3	5	6	13	N/A	N/A	N/A	N/A	N/A
73612	C10H18N2O3S	246.33	-2.5	N/A	N/A	109	273	N/A	2	5	5	16	N/A	N/A	N/A	N/A	N/A
73613	C8H16N2O4S	236.29	-4.5	N/A	N/A	138	225	N/A	4	6	7	15	N/A	N/A	N/A	N/A	N/A
73614	C9H18N2O4S	250.32	-4.1	N/A	N/A	138	250	N/A	4	6	7	16	N/A	N/A	N/A	N/A	N/A
73615	C14H20N2O4S	312.39	-2	N/A	N/A	138	346	N/A	4	6	8	21	N/A	N/A	N/A	N/A	N/A
73616	C10H20N2O3S	248.34	-2.5	N/A	N/A	118	246	N/A	3	5	7	16	N/A	N/A	N/A	N/A	N/A
73617	C17H23N3O4	333.4	-1.6	N/A	N/A	113	477	N/A	3	5	6	24	N/A	N/A	N/A	N/A	N/A
73627	C16H21N3O6	351.35	-4	N/A	N/A	159	504	N/A	5	7	9	25	N/A	N/A	N/A	N/A	N/A
73628	C14H19N3O4	293.32	-3.3	N/A	N/A	122	380	N/A	4	5	7	21	N/A	N/A	N/A	N/A	N/A
73629	C16H21N3O6S	383.4	-2.9	N/A	N/A	160	524	N/A	6	8	10	26	N/A	N/A	N/A	N/A	N/A
73630	C12H16N2O3	236.27	-2.9	N/A	N/A	92.4	275	N/A	3	4	5	17	N/A	N/A	N/A	N/A	N/A
73631	C13H16N2O5	280.28	-3.5	N/A	N/A	130	366	N/A	4	6	7	20	N/A	N/A	N/A	N/A	N/A
73632	C15H23N5O3	321.37	-3.7	N/A	N/A	157	417	N/A	5	5	9	23	N/A	N/A	N/A	N/A	N/A
73633	C13H17N3O4	279.29	-4.2	N/A	N/A	136	367	N/A	4	5	7	20	N/A	N/A	N/A	N/A	N/A
73634	C15H18N4O3	302.33	-2.7	N/A	N/A	121	385	N/A	4	5	7	22	N/A	N/A	N/A	N/A	N/A
73635	C11H14N2O3	222.24	-2.5	N/A	N/A	92.4	250	N/A	3	4	5	16	N/A	N/A	N/A	N/A	N/A
73636	C13H18N2O4	266.29	-3	N/A	N/A	113	316	N/A	4	5	6	19	N/A	N/A	N/A	N/A	N/A
73637	C18H20N2O4	328.4	-1.7	N/A	N/A	113	415	N/A	4	5	7	24	N/A	N/A	N/A	N/A	N/A
73638	C14H20N2O3	264.32	-1.7	N/A	N/A	92.4	312	N/A	3	4	6	19	N/A	N/A	N/A	N/A	N/A
73639	C18H25N3O6	379.4	-3.1	N/A	N/A	159	545	N/A	5	7	10	27	N/A	N/A	N/A	N/A	N/A
73640	C23H26N4O4	422.5	-1	N/A	N/A	137	637	N/A	5	5	9	31	N/A	N/A	N/A	N/A	N/A
73642	C31H31N5O4	537.6	1.1	N/A	N/A	153	880	N/A	6	5	11	40	N/A	N/A	N/A	N/A	N/A
73643	C22H25N3O6	427.4	-2.5	N/A	N/A	159	629	N/A	5	7	11	31	N/A	N/A	N/A	N/A	N/A
73644	C19H25N3O4	359.4	-1.3	N/A	N/A	104	547	N/A	2	5	5	26	N/A	N/A	N/A	N/A	N/A
73645	C11H21N5O3	271.32	-4.9	N/A	N/A	143	354	N/A	5	5	7	19	N/A	N/A	N/A	N/A	N/A
73647	C15H23N3O4	309.36	-2.3	N/A	N/A	90	481	N/A	2	5	3	22	N/A	N/A	N/A	N/A	N/A
73648	C8H14N2O4	202.21	-4.8	N/A	N/A	98.7	231	N/A	4	5	4	14	N/A	N/A	N/A	N/A	N/A
73649	C17H28N4O5	368.4	-2.3	N/A	N/A	128	565	N/A	4	6	7	26	N/A	N/A	N/A	N/A	N/A
53076	C12H11NO3	217.22	2.1	N/A	N/A	47.9	327	N/A	0	4	3	16	N/A	N/A	N/A	N/A	N/A
73650	C23H31N5O5	457.5	-1.2	N/A	N/A	152	730	N/A	6	6	10	33	N/A	N/A	N/A	N/A	N/A
73651	C9H14N4O4	242.23	-4.5	N/A	N/A	141	286	N/A	5	6	6	17	N/A	N/A	N/A	N/A	N/A
73652	C12H16N2O5	268.27	-4.5	N/A	N/A	133	315	N/A	5	6	6	19	N/A	N/A	N/A	N/A	N/A
73654	C10H19N3O5	261.28	-4.3	N/A	N/A	142	334	N/A	5	6	6	18	N/A	N/A	N/A	N/A	N/A
73655	C11H19N3O7	305.28	-5	N/A	N/A	179	426	N/A	6	8	8	21	N/A	N/A	N/A	N/A	N/A
73656	C13H21N5O5	327.34	-4.4	N/A	N/A	170	447	N/A	6	7	8	23	N/A	N/A	N/A	N/A	N/A
73657	C10H19N3O6	277.27	-5.2	N/A	N/A	162	348	N/A	6	7	7	19	N/A	N/A	N/A	N/A	N/A
73658	C10H17N3O7	291.26	-5.4	N/A	N/A	179	398	N/A	6	8	8	20	N/A	N/A	N/A	N/A	N/A
73659	C12H21N3O8	335.31	-5.6	N/A	N/A	199	469	N/A	7	9	9	23	N/A	N/A	N/A	N/A	N/A
73660	C19H24N4O7	420.4	-4	N/A	N/A	195	659	N/A	7	8	10	30	N/A	N/A	N/A	N/A	N/A
73661	C18H25N3O6	379.4	-2.9	N/A	N/A	153	549	N/A	5	7	7	27	N/A	N/A	N/A	N/A	N/A
73662	C9H16N2O4	216.23	-3.3	N/A	N/A	104	269	N/A	3	5	3	15	N/A	N/A	N/A	N/A	N/A
73663	C10H16N4O4	256.26	-4.1	N/A	N/A	141	312	N/A	5	6	6	18	N/A	N/A	N/A	N/A	N/A
73664	C7H14N2O5	206.20	-4.9	N/A	N/A	133	220	N/A	5	6	5	14	N/A	N/A	N/A	N/A	N/A
53088	C19H15NO8	385.3	-0.5	N/A	N/A	152	648	N/A	4	9	6	28	N/A	N/A	N/A	N/A	N/A
73666	C15H19N3O4	305.33	-2.8	N/A	N/A	128	418	N/A	5	5	6	22	N/A	N/A	N/A	N/A	N/A
73667	C13H18N2O5	282.29	-4.1	N/A	N/A	133	342	N/A	5	6	6	20	N/A	N/A	N/A	N/A	N/A
73671	C18H22N4O6	390.4	-3.1	N/A	N/A	175	613	N/A	6	7	9	28	N/A	N/A	N/A	N/A	N/A
53092	C7H14N2	126.20	2.6	N/A	N/A	24.7	101	N/A	0	2	2	9	N/A	N/A	N/A	N/A	N/A
53093	C15H14N2	222.28	5.3	N/A	N/A	24.7	244	N/A	0	2	2	17	N/A	N/A	N/A	N/A	N/A
28050	C10H16N4O3	240.26	-3.6	N/A	N/A	121	272	N/A	4	5	7	17	N/A	N/A	N/A	N/A	N/A
73689	C5H10O2	102.13	1.2	N/A	N/A	26.3	66	N/A	0	2	2	7	N/A	N/A	N/A	N/A	N/A
73691	C16H20N4O4	332.35	-2.6	N/A	N/A	137	485	N/A	5	5	7	24	N/A	N/A	N/A	N/A	N/A
73692	C18H22N4O7	406.4	-3.5	N/A	N/A	195	629	N/A	7	8	10	29	N/A	N/A	N/A	N/A	N/A
73694	C14H17N3O4	291.30	-2.4	N/A	N/A	128	390	N/A	5	5	6	21	N/A	N/A	N/A	N/A	N/A
73695	C15H18N4O4	318.33	-3.5	N/A	N/A	141	412	N/A	5	6	7	23	N/A	N/A	N/A	N/A	N/A
73696	C15H25N3O4	311.38	-2.1	N/A	N/A	104	466	N/A	2	5	4	22	N/A	N/A	N/A	N/A	N/A
73697	C14H24N4O5	328.36	-4.8	N/A	N/A	156	494	N/A	4	6	7	23	N/A	N/A	N/A	N/A	N/A
73698	C9H17N3O4	231.25	-5.3	N/A	N/A	136	291	N/A	4	5	6	16	N/A	N/A	N/A	N/A	N/A
73699	C7H14N2O3	174.20	-2.7	N/A	N/A	92.4	180	N/A	3	4	4	12	N/A	N/A	N/A	N/A	N/A
73700	C11H18N4O3	254.29	-2.5	N/A	N/A	121	309	N/A	4	5	6	18	N/A	N/A	N/A	N/A	N/A
73701	C10H18N2O3	214.26	-2.1	N/A	N/A	83.6	265	N/A	2	4	3	15	N/A	N/A	N/A	N/A	N/A
73703	C14H20N2O4	280.32	-2.5	N/A	N/A	113	338	N/A	4	5	6	20	N/A	N/A	N/A	N/A	N/A
73710	C14H17N3O3	275.30	-2	N/A	N/A	108	375	N/A	4	4	5	20	N/A	N/A	N/A	N/A	N/A
73711	C11H23N5O3	273.33	-4.6	N/A	N/A	157	339	N/A	5	5	8	19	N/A	N/A	N/A	N/A	N/A
73713	C11H20O4	216.27	2.7	N/A	N/A	74.6	169	N/A	2	4	10	15	N/A	N/A	N/A	N/A	N/A
53216	C15H22N2O2	262.35	5.3	N/A	N/A	58.9	332	N/A	0	4	4	19	N/A	N/A	N/A	N/A	N/A
73715	C12H14O4	222.24	2.1	N/A	N/A	74.6	301	N/A	2	4	7	16	N/A	N/A	N/A	N/A	N/A
73718	C13H24O4	244.33	3.7	N/A	N/A	74.6	192	N/A	2	4	12	17	N/A	N/A	N/A	N/A	N/A
73719	C13H22O2	210.31	4.6	N/A	N/A	37.3	205	N/A	1	2	9	15	N/A	N/A	N/A	N/A	N/A
73721	C14H24O	208.34	4.4	N/A	N/A	17.1	180	N/A	0	1	10	15	N/A	N/A	N/A	N/A	N/A
73525	C12H23N3O5	289.33	-3.7	N/A	N/A	142	359	N/A	5	6	8	20	N/A	N/A	N/A	N/A	N/A
73723	C20H37NO3	339.5	6.6	N/A	N/A	66.4	340	N/A	2	3	17	24	N/A	N/A	N/A	N/A	N/A
73725	C22H43NO2	353.6	7.4	N/A	N/A	49.3	302	N/A	2	2	19	25	N/A	N/A	N/A	N/A	N/A
73728	C20H38O4	342.5	7.5	N/A	N/A	74.6	272	N/A	2	4	19	24	N/A	N/A	N/A	N/A	N/A
73731	C20H36O2	308.5	7.9	N/A	N/A	37.3	292	N/A	1	2	16	22	N/A	N/A	N/A	N/A	N/A
73733	C22H41NO2	351.6	6.7	N/A	N/A	49.3	337	N/A	2	2	18	25	N/A	N/A	N/A	N/A	N/A
73736	C23H44O2	352.6	10.4	N/A	N/A	37.3	286	N/A	1	2	21	25	N/A	N/A	N/A	N/A	N/A
73737	C9H4O	128.13	1.2	N/A	N/A	17.1	310	N/A	0	1	3	10	N/A	N/A	N/A	N/A	N/A
53236	C18H28N2O6S2	432.6	1.1	N/A	N/A	166	565	N/A	2	8	9	28	N/A	N/A	N/A	N/A	N/A
73738	C7H15NO2	145.20	-1	N/A	N/A	63.3	104	N/A	2	3	5	10	N/A	N/A	N/A	N/A	N/A
73739	C8H17NO2	159.23	-1.1	N/A	N/A	63.3	115	N/A	2	3	6	11	N/A	N/A	N/A	N/A	N/A
73740	C9H19NO2	173.25	-2.1	N/A	N/A	63.3	115	N/A	2	3	8	12	N/A	N/A	N/A	N/A	N/A
73741	C22H41NO3	367.6	3.6	N/A	N/A	63.9	408	N/A	3	4	13	26	N/A	N/A	N/A	N/A	N/A
73742	C8H12O4	172.18	-0.9	N/A	N/A	71.4	195	N/A	1	4	6	12	N/A	N/A	N/A	N/A	N/A
53239	C14H8N2S4	332.5	5.6	N/A	N/A	133	311	N/A	0	6	3	20	N/A	N/A	N/A	N/A	N/A
36578	C5H5NOS	127.17	0.5	N/A	N/A	55.6	162	N/A	1	2	0	8	N/A	N/A	N/A	N/A	N/A
53506	C6H3N3O9S	293.17	0.2	N/A	N/A	200	494	N/A	1	9	1	19	N/A	N/A	N/A	N/A	N/A
73749	C11H16O5	228.24	-1.3	N/A	N/A	85.8	290	N/A	3	5	6	16	N/A	N/A	N/A	N/A	N/A
73751	C18H26O3	290.4	4.4	N/A	N/A	57.5	436	N/A	2	3	11	21	N/A	N/A	N/A	N/A	N/A
73752	C7H14O3	146.18	1.5	N/A	N/A	57.5	101	N/A	2	3	5	10	N/A	N/A	N/A	N/A	N/A
73753	C9H18O3	174.24	2.6	N/A	N/A	57.5	123	N/A	2	3	7	12	N/A	N/A	N/A	N/A	N/A
73757	C5H10N2O3	146.14	-3.7	N/A	N/A	92.4	146	N/A	3	4	3	10	N/A	N/A	N/A	N/A	N/A
73762	C7H14N2O4	190.20	-3.9	N/A	N/A	113	207	N/A	4	5	4	13	N/A	N/A	N/A	N/A	N/A
23871	C28H56O2	424.7	13	N/A	N/A	26.3	327	N/A	0	2	26	30	N/A	N/A	N/A	N/A	N/A
73770	C9H18N2O3	202.25	-2.8	N/A	N/A	92.4	216	N/A	3	4	5	14	N/A	N/A	N/A	N/A	N/A
73771	C9H14N4O3	226.23	-3.5	N/A	N/A	121	272	N/A	4	5	5	16	N/A	N/A	N/A	N/A	N/A
73773	C23H32O5	388.5	2.7	N/A	N/A	98	509	N/A	4	5	11	28	N/A	N/A	N/A	N/A	N/A
73775	C17H16O6	316.30	2.1	N/A	N/A	85.2	427	N/A	2	6	3	23	N/A	N/A	N/A	N/A	N/A
73778	C31H30O8	530.6	5.6	N/A	N/A	137	956	N/A	5	8	4	39	N/A	N/A	N/A	N/A	N/A
73780	C17H10O3	262.26	4	N/A	N/A	39.4	422	N/A	0	3	1	20	N/A	N/A	N/A	N/A	N/A
73782	C23H24O5	380.4	4.3	N/A	N/A	54	602	N/A	0	5	6	28	N/A	N/A	N/A	N/A	N/A
73787	C28H26O14	586.5	1.2	N/A	N/A	233	930	N/A	8	14	7	42	N/A	N/A	N/A	N/A	N/A
73788	C8H15N3O4	217.22	-4.4	N/A	N/A	136	267	N/A	4	5	6	15	N/A	N/A	N/A	N/A	N/A
73792	C23H39O7P	458.5	4.2	N/A	N/A	113	605	N/A	3	7	20	31	N/A	N/A	N/A	N/A	N/A
73801	C7H12N2O5	204.18	-5	N/A	N/A	130	240	N/A	4	6	6	14	N/A	N/A	N/A	N/A	N/A
73803	C7H12N2O5	204.18	-4.1	N/A	N/A	130	253	N/A	4	6	5	14	N/A	N/A	N/A	N/A	N/A
73804	C6H10N2O5	190.15	-4.5	N/A	N/A	130	227	N/A	4	6	5	13	N/A	N/A	N/A	N/A	N/A
73805	C9H18N2O3	202.25	-2.6	N/A	N/A	92.4	218	N/A	3	4	5	14	N/A	N/A	N/A	N/A	N/A
73806	C8H16N2O3S	220.29	-3.2	N/A	N/A	118	211	N/A	3	5	6	14	N/A	N/A	N/A	N/A	N/A
73807	C12H16N2O3	236.27	-2.5	N/A	N/A	92.4	275	N/A	3	4	5	17	N/A	N/A	N/A	N/A	N/A
73808	C14H17N3O3	275.30	-2.2	N/A	N/A	108	375	N/A	4	4	5	20	N/A	N/A	N/A	N/A	N/A
73809	C8H16N2O3	188.22	-3	N/A	N/A	92.4	204	N/A	3	4	4	13	N/A	N/A	N/A	N/A	N/A
73810	C9H19N5O3	245.28	-4.5	N/A	N/A	157	301	N/A	5	5	7	17	N/A	N/A	N/A	N/A	N/A
73812	C10H19N5O5	289.29	-5.3	N/A	N/A	194	394	N/A	6	7	9	20	N/A	N/A	N/A	N/A	N/A
73813	C11H22N6O4	302.33	-5.6	N/A	N/A	200	408	N/A	6	6	10	21	N/A	N/A	N/A	N/A	N/A
73814	C12H25N5O3	287.36	-4.2	N/A	N/A	157	355	N/A	5	5	9	20	N/A	N/A	N/A	N/A	N/A
73815	C12H25N5O3	287.36	-4	N/A	N/A	157	353	N/A	5	5	9	20	N/A	N/A	N/A	N/A	N/A
73816	C12H26N6O3	302.37	-4.7	N/A	N/A	183	357	N/A	6	6	11	21	N/A	N/A	N/A	N/A	N/A
73817	C11H23N5O3S	305.40	-4.4	N/A	N/A	182	347	N/A	5	6	10	20	N/A	N/A	N/A	N/A	N/A
73819	C9H19N5O4	261.28	-5.5	N/A	N/A	177	316	N/A	6	6	8	18	N/A	N/A	N/A	N/A	N/A
73821	C17H24N6O3	360.4	-3.3	N/A	N/A	173	523	N/A	6	5	9	26	N/A	N/A	N/A	N/A	N/A
73822	C15H23N5O4	337.37	-4.5	N/A	N/A	177	445	N/A	6	6	9	24	N/A	N/A	N/A	N/A	N/A
73823	C11H23N5O3	273.33	-4.6	N/A	N/A	157	339	N/A	5	5	8	19	N/A	N/A	N/A	N/A	N/A
73824	C9H15N3O6	261.23	-5.3	N/A	N/A	173	356	N/A	5	7	8	18	N/A	N/A	N/A	N/A	N/A
73825	C9H17N3O4	231.25	-5.3	N/A	N/A	136	291	N/A	4	5	6	16	N/A	N/A	N/A	N/A	N/A
73826	C7H12N2O5	204.18	-4.1	N/A	N/A	130	253	N/A	4	6	5	14	N/A	N/A	N/A	N/A	N/A
73827	C9H15N3O6	261.23	-5.3	N/A	N/A	173	356	N/A	5	7	8	18	N/A	N/A	N/A	N/A	N/A
73828	C9H14N2O7	262.22	-4.6	N/A	N/A	167	355	N/A	5	8	8	18	N/A	N/A	N/A	N/A	N/A
73829	C10H19N3O5	261.28	-6.6	N/A	N/A	156	308	N/A	5	7	9	18	N/A	N/A	N/A	N/A	N/A
73831	C15H17N3O5	319.31	-3.1	N/A	N/A	146	470	N/A	5	6	7	23	N/A	N/A	N/A	N/A	N/A
73832	C9H16N2O5	232.23	-4.7	N/A	N/A	130	290	N/A	4	6	6	16	N/A	N/A	N/A	N/A	N/A
73836	C5H10N2O3	146.14	-3.7	N/A	N/A	92.4	146	N/A	3	4	3	10	N/A	N/A	N/A	N/A	N/A
73837	C7H13N3O4	203.20	-4.3	N/A	N/A	122	241	N/A	4	5	5	14	N/A	N/A	N/A	N/A	N/A
73838	C9H18N2O3	202.25	-2.8	N/A	N/A	92.4	216	N/A	3	4	5	14	N/A	N/A	N/A	N/A	N/A
73847	C10H17N3O6	275.26	-5.8	N/A	N/A	173	370	N/A	5	7	9	19	N/A	N/A	N/A	N/A	N/A
73848	C7H13N3O4	203.20	-4.8	N/A	N/A	136	241	N/A	4	5	6	14	N/A	N/A	N/A	N/A	N/A
73849	C8H14N2O5	218.21	-3.8	N/A	N/A	130	266	N/A	4	6	6	15	N/A	N/A	N/A	N/A	N/A
73855	C5H10N2O3	146.14	-3.7	N/A	N/A	92.4	146	N/A	3	4	3	10	N/A	N/A	N/A	N/A	N/A
73860	C8H17N5O3	231.25	-4.9	N/A	N/A	157	275	N/A	5	5	7	16	N/A	N/A	N/A	N/A	N/A
73881	C16H24	216.36	4.6	N/A	N/A	0	385	N/A	0	0	0	16	N/A	N/A	N/A	N/A	N/A
73882	C14H31NO	229.40	4.7	N/A	N/A	46.2	139	N/A	2	2	11	16	N/A	N/A	N/A	N/A	N/A
73885	C34H69N2O6P	632.9	8	N/A	N/A	131	694	N/A	4	7	33	43	N/A	N/A	N/A	N/A	N/A
73877	C60H66FeN9O9	1113.1	N/A	N/A	N/A	242	649	N/A	3	12	15	79	N/A	N/A	N/A	N/A	N/A
73878	C60H60FeN9O9	1107.0	N/A	N/A	N/A	242	680	N/A	3	12	15	79	N/A	N/A	N/A	N/A	N/A
73888	C6H11N3O4	189.17	-4.9	N/A	N/A	136	228	N/A	4	5	5	13	N/A	N/A	N/A	N/A	N/A
73890	C5H10N2O3S	178.21	-3.7	N/A	N/A	93.4	162	N/A	4	5	4	11	N/A	N/A	N/A	N/A	N/A
73892	C18H31NO	277.4	4	N/A	N/A	46.2	315	N/A	2	2	11	20	N/A	N/A	N/A	N/A	N/A
73894	C22H43NO3	369.6	4.6	N/A	N/A	86.7	416	N/A	4	4	14	26	N/A	N/A	N/A	N/A	N/A
73899	C7H13N3O4	203.20	-4.3	N/A	N/A	122	241	N/A	4	5	5	14	N/A	N/A	N/A	N/A	N/A
73900	C18H37NO3	315.5	3.8	N/A	N/A	86.7	259	N/A	4	4	15	22	N/A	N/A	N/A	N/A	N/A
73902	C10H19N3O4	245.28	-3	N/A	N/A	122	293	N/A	4	5	7	17	N/A	N/A	N/A	N/A	N/A
73904	C10H19N3O4	245.28	-3.3	N/A	N/A	122	291	N/A	4	5	7	17	N/A	N/A	N/A	N/A	N/A
73905	C13H17N3O4	279.29	-3.1	N/A	N/A	122	354	N/A	4	5	7	20	N/A	N/A	N/A	N/A	N/A
73906	C29H46O4	458.7	6	N/A	N/A	66.8	764	N/A	2	4	9	33	N/A	N/A	N/A	N/A	N/A
73907	C8H16N2O3	188.22	-3	N/A	N/A	92.4	194	N/A	3	4	5	13	N/A	N/A	N/A	N/A	N/A
73909	C8H17N3O3	203.24	-5.4	N/A	N/A	118	196	N/A	4	5	7	14	N/A	N/A	N/A	N/A	N/A
73912	C11H14N2O3	222.24	-2.7	N/A	N/A	92.4	250	N/A	3	4	5	16	N/A	N/A	N/A	N/A	N/A
73915	C20H23N3O4	369.4	-1.3	N/A	N/A	122	500	N/A	4	5	9	27	N/A	N/A	N/A	N/A	N/A
73917	C29H46O5	474.7	4.2	N/A	N/A	87	809	N/A	3	5	9	34	N/A	N/A	N/A	N/A	N/A
73920	C6H12N2O4	176.17	-4.1	N/A	N/A	113	182	N/A	4	5	4	12	N/A	N/A	N/A	N/A	N/A
73921	C13H15N3O3	261.28	-2.6	N/A	N/A	108	348	N/A	4	4	5	19	N/A	N/A	N/A	N/A	N/A
73923	C26H42O4	418.6	3.9	N/A	N/A	69.9	679	N/A	3	4	6	30	N/A	N/A	N/A	N/A	N/A
73924	C9H14N4O3	226.23	-3.5	N/A	N/A	121	272	N/A	4	5	5	16	N/A	N/A	N/A	N/A	N/A
73926	C24H38O4	390.6	4.3	N/A	N/A	77.8	645	N/A	3	4	4	28	N/A	N/A	N/A	N/A	N/A
73925	C10H14N4O5	270.24	-4.4	N/A	N/A	158	362	N/A	5	7	7	19	N/A	N/A	N/A	N/A	N/A
73927	C30H50O5	490.7	4.3	N/A	N/A	90.2	784	N/A	4	5	10	35	N/A	N/A	N/A	N/A	N/A
73928	C11H16N4O5	284.27	-4	N/A	N/A	158	376	N/A	5	7	8	20	N/A	N/A	N/A	N/A	N/A
73929	C31H52O5	504.7	4.7	N/A	N/A	90.2	799	N/A	4	5	11	36	N/A	N/A	N/A	N/A	N/A
73930	C8H12N4O3	212.21	-3.9	N/A	N/A	121	246	N/A	4	5	5	15	N/A	N/A	N/A	N/A	N/A
73941	C6H6O6S2	238.2	-0.2	N/A	N/A	126	345	N/A	2	6	2	14	N/A	N/A	N/A	N/A	N/A
73944	C18H30O6	342.4	0.7	N/A	N/A	115	433	N/A	4	6	11	24	N/A	N/A	N/A	N/A	N/A
73951	C18H30O7	358.4	-0.8	N/A	N/A	135	462	N/A	5	7	11	25	N/A	N/A	N/A	N/A	N/A
73949	C7H14N2	126.20	0.6	N/A	N/A	15.3	103	N/A	1	2	0	9	N/A	N/A	N/A	N/A	N/A
73960	C15H12O3S	272.3	2.6	N/A	N/A	59.6	419	N/A	0	3	4	19	N/A	N/A	N/A	N/A	N/A
73961	C13H14O9	314.24	-0.5	N/A	N/A	154	426	N/A	5	9	4	22	N/A	N/A	N/A	N/A	N/A
73964	C5H9NO5S2	227.3	-3.4	N/A	N/A	137	295	N/A	3	7	3	13	N/A	N/A	N/A	N/A	N/A
73956	C3H5ClO2	108.52	0.8	N/A	N/A	37.3	61	N/A	1	2	1	6	N/A	N/A	N/A	N/A	N/A
73935	C3H2ClO2-	105.50	1.9	N/A	N/A	40.1	81	N/A	0	2	0	6	N/A	N/A	N/A	N/A	N/A
73963	C3H3ClO2	106.51	1.2	N/A	N/A	37.3	86	N/A	1	2	1	6	N/A	N/A	N/A	N/A	N/A
73967	C4H8O5	136.10	-1.9	N/A	N/A	98	108	N/A	4	5	3	9	N/A	N/A	N/A	N/A	N/A
73968	C6H11O11P	290.12	-4.2	N/A	N/A	202	361	N/A	7	11	7	18	N/A	N/A	N/A	N/A	N/A
31071	C17H17NO4	299.32	1.9	N/A	N/A	84.2	420	N/A	4	5	0	22	N/A	N/A	N/A	N/A	N/A
34237	C7H10N2	122.17	0.1	N/A	N/A	52	92	N/A	2	2	0	9	N/A	N/A	N/A	N/A	N/A
34248	C12H8Cl2O	239.09	4.8	N/A	N/A	20.2	192	N/A	1	1	1	15	N/A	N/A	N/A	N/A	N/A
73970	C18H18N2O2	294.3	4	N/A	N/A	58.1	344	N/A	2	3	4	22	N/A	N/A	N/A	N/A	N/A
73979	C8H13NO5	203.19	-2.1	N/A	N/A	99	252	N/A	4	5	2	14	N/A	N/A	N/A	N/A	N/A
73981	C9H13N5O2	223.23	-1.4	N/A	N/A	112	447	N/A	4	5	1	16	N/A	N/A	N/A	N/A	N/A
73982	C13H22O4	242.31	2.1	N/A	N/A	63.6	273	N/A	1	4	7	17	N/A	N/A	N/A	N/A	N/A
845	C35H38N2O6	582.7	5.6	N/A	N/A	104	871	N/A	4	8	8	43	N/A	N/A	N/A	N/A	N/A
31923	C22H21NO6	395.4	3.9	N/A	N/A	116	710	N/A	4	6	4	29	N/A	N/A	N/A	N/A	N/A
74003	C16H28O6	316.39	1.2	N/A	N/A	107	357	N/A	4	6	9	22	N/A	N/A	N/A	N/A	N/A
74005	C21H19NO6	381.4	3.5	N/A	N/A	116	680	N/A	4	6	4	28	N/A	N/A	N/A	N/A	N/A
73992	C12H22O10	326.30	-3.7	N/A	N/A	169	368	N/A	7	10	3	22	N/A	N/A	N/A	N/A	N/A
