	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
768	72625																		biological role	metabolite
769	23757																		biological role	metabolite
770	72639																		biological role	metabolite
771	72640																		biological role	metabolite
772	72644																		biological role	metabolite
773	2082																		biological role	metabolite
774	72657																		biological role	metabolite
775	6059																		biological role	metabolite
776	72678																		biological role	metabolite
777	72679																		biological role	metabolite
778	72680																		biological role	metabolite
779	72687																		biological role	metabolite
780	72691																		biological role	metabolite
781	72696																		biological role	metabolite
782	72705																		biological role	metabolite
783	45847																		biological role	metabolite
784	72718																		biological role	metabolite
785	72719																		biological role	metabolite
786	28150																		biological role	metabolite
